original_label;group_pft;group_ord;group_fam
living_Eukaryota_Opisthokonta_Holozoa_Metazoa_Mollusca_Gastropoda_Heterobranchia_Euthyneura_Euopisthobranchia_Thecosomata_Creseidae_Creseis_Creseis virgula;Pteropoda;Pteropoda;Pteropoda
living_Eukaryota_Opisthokonta_Holozoa_Metazoa_Mollusca_Gastropoda_Heterobranchia_Euthyneura_Euopisthobranchia_Thecosomata_Creseidae_Hyalocylis_Hyalocylis striata;Pteropoda;Pteropoda;Pteropoda
living_Eukaryota_Opisthokonta_Holozoa_Metazoa_Mollusca_Gastropoda_Heterobranchia_Euthyneura_Euopisthobranchia_Thecosomata_Creseidae_Styliola_Styliola subula;Pteropoda;Pteropoda;Pteropoda
living_Eukaryota_Opisthokonta_Holozoa_Metazoa_Mollusca_Gastropoda_Heterobranchia_Euthyneura_Euopisthobranchia_Thecosomata_Cuvierinidae;Pteropoda;Pteropoda;Pteropoda
living_Eukaryota_Opisthokonta_Holozoa_Metazoa_Mollusca_Gastropoda_Heterobranchia_Euthyneura_Euopisthobranchia_Thecosomata_Cymbulia peroni;Pteropoda;Pteropoda;Pteropoda
living_Eukaryota_Opisthokonta_Holozoa_Metazoa_Mollusca_Gastropoda_Heterobranchia_Euthyneura_Euopisthobranchia_Thecosomata_Limacinidae;Pteropoda;Pteropoda;Pteropoda
living_Eukaryota_Opisthokonta_Holozoa_Metazoa_Mollusca_part;detritus;detritus;detritus
living_Eukaryota_Opisthokonta_Holozoa_Metazoa_Nemertea;other_small;other_small;other_small
living_other_egg;detritus;detritus;detritus
living_other_multiple;detritus;detritus;detritus
living_other_othertocheck;detritus;detritus;detritus
living_other_seaweed;detritus;detritus;detritus
not_living_artefact;detritus;detritus;detritus
not_living_artefact_badfocus;detritus;detritus;detritus
not_living_artefact_bubble;detritus;detritus;detritus
not_living_detritus;detritus;detritus;detritus
not_living_detritus_fiber;detritus;detritus;detritus
temporary_t001;detritus;detritus;detritus
temporary_t002;detritus;detritus;detritus
temporary_t003;detritus;detritus;detritus
temporary_t004;detritus;detritus;detritus
temporary_t005;detritus;detritus;detritus
temporary_t006;detritus;detritus;detritus
temporary_t007;detritus;detritus;detritus
temporary_t009;detritus;detritus;detritus
temporary_t010;detritus;detritus;detritus
temporary_t011;detritus;detritus;detritus
temporary_t012;detritus;detritus;detritus
temporary_t014;detritus;detritus;detritus
