"station"	"group"	"n"
"733"	"183"	"Crustaceans"	1
"734"	"184"	"Crustaceans"	4
"735"	"185"	"Crustaceans"	1
"736"	"186"	"Crustaceans"	3
"737"	"187"	"Crustaceans"	3
"738"	"188"	"Crustaceans"	4
"739"	"189"	"Crustaceans"	6
"740"	"190"	"Crustaceans"	6
"741"	"191"	"Crustaceans"	36
"742"	"192"	"Crustaceans"	0
"743"	"193"	"Crustaceans"	0
"744"	"194"	"Crustaceans"	1
"745"	"195"	"Crustaceans"	0
"746"	"196"	"Crustaceans"	3
"747"	"197"	"Crustaceans"	7
"748"	"198"	"Crustaceans"	0
"749"	"199"	"Crustaceans"	1
"750"	"200"	"Crustaceans"	6
"751"	"201"	"Crustaceans"	2
"752"	"202"	"Crustaceans"	1
"753"	"203"	"Crustaceans"	1
"754"	"204"	"Crustaceans"	0
"755"	"205"	"Crustaceans"	4
"756"	"206"	"Crustaceans"	4
"757"	"207"	"Crustaceans"	2
"758"	"208"	"Crustaceans"	0
"759"	"209"	"Crustaceans"	18
"760"	"210"	"Crustaceans"	14
"761"	"15"	"Pteropoda"	11
"762"	"16"	"Pteropoda"	2
"763"	"17"	"Pteropoda"	5
"764"	"18"	"Pteropoda"	1
"765"	"20"	"Pteropoda"	22
"766"	"21"	"Pteropoda"	12
"767"	"22"	"Pteropoda"	20
"768"	"23"	"Pteropoda"	3
"769"	"24"	"Pteropoda"	31
"770"	"25"	"Pteropoda"	13
"771"	"26"	"Pteropoda"	15
"772"	"30"	"Pteropoda"	7
"773"	"31"	"Pteropoda"	30
"774"	"32"	"Pteropoda"	11
"775"	"33"	"Pteropoda"	43
"776"	"34"	"Pteropoda"	4
"777"	"36"	"Pteropoda"	14
"778"	"38"	"Pteropoda"	4
"779"	"39"	"Pteropoda"	9
"780"	"40"	"Pteropoda"	4
"781"	"41"	"Pteropoda"	7
"782"	"42"	"Pteropoda"	10
"783"	"43"	"Pteropoda"	10
"784"	"44"	"Pteropoda"	26
"785"	"45"	"Pteropoda"	20
"786"	"46"	"Pteropoda"	54
"787"	"51"	"Pteropoda"	31
"788"	"52"	"Pteropoda"	47
"789"	"53"	"Pteropoda"	45
"790"	"58"	"Pteropoda"	71
"791"	"64"	"Pteropoda"	27
"792"	"65"	"Pteropoda"	49
"793"	"66"	"Pteropoda"	9
"794"	"67"	"Pteropoda"	6
"795"	"68"	"Pteropoda"	7
"796"	"70"	"Pteropoda"	12
"797"	"71"	"Pteropoda"	32
"798"	"72"	"Pteropoda"	3
"799"	"73"	"Pteropoda"	39
"800"	"74"	"Pteropoda"	23
"801"	"75"	"Pteropoda"	47
"802"	"76"	"Pteropoda"	66
"803"	"77"	"Pteropoda"	26
"804"	"78"	"Pteropoda"	6
"805"	"79"	"Pteropoda"	136
"806"	"80"	"Pteropoda"	82
"807"	"81"	"Pteropoda"	181
"808"	"82"	"Pteropoda"	220
"809"	"83"	"Pteropoda"	12
"810"	"84"	"Pteropoda"	76
"811"	"85"	"Pteropoda"	11
"812"	"86"	"Pteropoda"	8
"813"	"87"	"Pteropoda"	3
"814"	"89"	"Pteropoda"	22
"815"	"90"	"Pteropoda"	20
"816"	"91"	"Pteropoda"	11
"817"	"92"	"Pteropoda"	0
"818"	"94"	"Pteropoda"	10
"819"	"95"	"Pteropoda"	22
"820"	"96"	"Pteropoda"	26
"821"	"97"	"Pteropoda"	18
"822"	"98"	"Pteropoda"	15
"823"	"99"	"Pteropoda"	17
"824"	"100"	"Pteropoda"	5
"825"	"102"	"Pteropoda"	34
"826"	"106"	"Pteropoda"	23
"827"	"109"	"Pteropoda"	4
"828"	"110"	"Pteropoda"	20
"829"	"111"	"Pteropoda"	29
"830"	"112"	"Pteropoda"	17
"831"	"113"	"Pteropoda"	43
"832"	"122"	"Pteropoda"	66
"833"	"123"	"Pteropoda"	32
"834"	"125"	"Pteropoda"	30
"835"	"126"	"Pteropoda"	17
"836"	"128"	"Pteropoda"	6
"837"	"129"	"Pteropoda"	26
"838"	"130"	"Pteropoda"	11
"839"	"131"	"Pteropoda"	9
"840"	"132"	"Pteropoda"	12
"841"	"133"	"Pteropoda"	2
"842"	"134"	"Pteropoda"	19
"843"	"135"	"Pteropoda"	3
"844"	"136"	"Pteropoda"	19
"845"	"137"	"Pteropoda"	16
"846"	"138"	"Pteropoda"	9
"847"	"139"	"Pteropoda"	39
"848"	"140"	"Pteropoda"	8
"849"	"141"	"Pteropoda"	19
"850"	"142"	"Pteropoda"	42
"851"	"143"	"Pteropoda"	41
"852"	"144"	"Pteropoda"	16
"853"	"145"	"Pteropoda"	19
"854"	"147"	"Pteropoda"	49
"855"	"148"	"Pteropoda"	19
"856"	"149"	"Pteropoda"	2
"857"	"150"	"Pteropoda"	2
"858"	"151"	"Pteropoda"	11
"859"	"152"	"Pteropoda"	186
"860"	"153"	"Pteropoda"	81
"861"	"155"	"Pteropoda"	29
"862"	"157"	"Pteropoda"	13
"863"	"158"	"Pteropoda"	30
"864"	"159"	"Pteropoda"	63
"865"	"160"	"Pteropoda"	17
"866"	"161"	"Pteropoda"	2
"867"	"162"	"Pteropoda"	0
"868"	"163"	"Pteropoda"	0
"869"	"167"	"Pteropoda"	0
"870"	"168"	"Pteropoda"	1
"871"	"169"	"Pteropoda"	0
"872"	"170"	"Pteropoda"	0
"873"	"171"	"Pteropoda"	8
"874"	"172"	"Pteropoda"	3
"875"	"173"	"Pteropoda"	4
"876"	"174"	"Pteropoda"	6
"877"	"175"	"Pteropoda"	87
"878"	"176"	"Pteropoda"	12
"879"	"177"	"Pteropoda"	11
"880"	"178"	"Pteropoda"	4
"881"	"179"	"Pteropoda"	22
"882"	"180"	"Pteropoda"	1
"883"	"181"	"Pteropoda"	1
"884"	"182"	"Pteropoda"	21
"885"	"183"	"Pteropoda"	4
"886"	"184"	"Pteropoda"	3
"887"	"185"	"Pteropoda"	24
"888"	"186"	"Pteropoda"	3
"889"	"187"	"Pteropoda"	1
"890"	"188"	"Pteropoda"	7
"891"	"189"	"Pteropoda"	5
"892"	"190"	"Pteropoda"	0
"893"	"191"	"Pteropoda"	0
"894"	"192"	"Pteropoda"	2
"895"	"193"	"Pteropoda"	0
"896"	"194"	"Pteropoda"	0
"897"	"195"	"Pteropoda"	3
"898"	"196"	"Pteropoda"	1
"899"	"197"	"Pteropoda"	1
"900"	"198"	"Pteropoda"	2
"901"	"199"	"Pteropoda"	4
"902"	"200"	"Pteropoda"	5
"903"	"201"	"Pteropoda"	3
"904"	"202"	"Pteropoda"	25
"905"	"203"	"Pteropoda"	11
"906"	"204"	"Pteropoda"	20
"907"	"205"	"Pteropoda"	96
"908"	"206"	"Pteropoda"	83
"909"	"207"	"Pteropoda"	60
"910"	"208"	"Pteropoda"	55
"911"	"209"	"Pteropoda"	3
"912"	"210"	"Pteropoda"	235
"913"	"15"	"Rhizaria"	6
"914"	"16"	"Rhizaria"	18
"915"	"17"	"Rhizaria"	15
"916"	"18"	"Rhizaria"	5
"917"	"20"	"Rhizaria"	22
"918"	"21"	"Rhizaria"	17
"919"	"22"	"Rhizaria"	4
"920"	"23"	"Rhizaria"	2
"921"	"24"	"Rhizaria"	19
"922"	"25"	"Rhizaria"	35
"923"	"26"	"Rhizaria"	24
"924"	"30"	"Rhizaria"	21
"925"	"31"	"Rhizaria"	3
"926"	"32"	"Rhizaria"	8
"927"	"33"	"Rhizaria"	15
"928"	"34"	"Rhizaria"	17
"929"	"36"	"Rhizaria"	42
"930"	"38"	"Rhizaria"	2
"931"	"39"	"Rhizaria"	24
"932"	"40"	"Rhizaria"	11
"933"	"41"	"Rhizaria"	19
"934"	"42"	"Rhizaria"	17
"935"	"43"	"Rhizaria"	20
"936"	"44"	"Rhizaria"	15
"937"	"45"	"Rhizaria"	10
"938"	"46"	"Rhizaria"	16
"939"	"51"	"Rhizaria"	9
"940"	"52"	"Rhizaria"	171
"941"	"53"	"Rhizaria"	24
"942"	"58"	"Rhizaria"	137
"943"	"64"	"Rhizaria"	29
"944"	"65"	"Rhizaria"	158
"945"	"66"	"Rhizaria"	7
"946"	"67"	"Rhizaria"	1
"947"	"68"	"Rhizaria"	24
"948"	"70"	"Rhizaria"	90
"949"	"71"	"Rhizaria"	167
"950"	"72"	"Rhizaria"	24
"951"	"73"	"Rhizaria"	11
"952"	"74"	"Rhizaria"	7
"953"	"75"	"Rhizaria"	6
"954"	"76"	"Rhizaria"	15
"955"	"77"	"Rhizaria"	13
"956"	"78"	"Rhizaria"	20
"957"	"79"	"Rhizaria"	103
"958"	"80"	"Rhizaria"	34
"959"	"81"	"Rhizaria"	93
"960"	"82"	"Rhizaria"	64
"961"	"83"	"Rhizaria"	15
"962"	"84"	"Rhizaria"	20
"963"	"85"	"Rhizaria"	15
"964"	"86"	"Rhizaria"	12
"965"	"87"	"Rhizaria"	4
"966"	"89"	"Rhizaria"	17
"967"	"90"	"Rhizaria"	198
"968"	"91"	"Rhizaria"	161
"969"	"92"	"Rhizaria"	10
"970"	"94"	"Rhizaria"	15
"971"	"95"	"Rhizaria"	19
"972"	"96"	"Rhizaria"	7
"973"	"97"	"Rhizaria"	17
"974"	"98"	"Rhizaria"	5
"975"	"99"	"Rhizaria"	12
"976"	"100"	"Rhizaria"	30
"977"	"102"	"Rhizaria"	90
"978"	"106"	"Rhizaria"	124
"979"	"109"	"Rhizaria"	71
"980"	"110"	"Rhizaria"	77
"981"	"111"	"Rhizaria"	53
"982"	"112"	"Rhizaria"	38
"983"	"113"	"Rhizaria"	5
"984"	"122"	"Rhizaria"	272
"985"	"123"	"Rhizaria"	27
"986"	"125"	"Rhizaria"	98
"987"	"126"	"Rhizaria"	23
"988"	"128"	"Rhizaria"	38
"989"	"129"	"Rhizaria"	325
"990"	"130"	"Rhizaria"	16
"991"	"131"	"Rhizaria"	5
"992"	"132"	"Rhizaria"	103
"993"	"133"	"Rhizaria"	54
"994"	"134"	"Rhizaria"	14
"995"	"135"	"Rhizaria"	31
"996"	"136"	"Rhizaria"	12
"997"	"137"	"Rhizaria"	2
"998"	"138"	"Rhizaria"	16
"999"	"139"	"Rhizaria"	1
"1000"	"140"	"Rhizaria"	34
"1001"	"141"	"Rhizaria"	32
"1002"	"142"	"Rhizaria"	41
"1003"	"143"	"Rhizaria"	14
"1004"	"144"	"Rhizaria"	22
"1005"	"145"	"Rhizaria"	10
"1006"	"147"	"Rhizaria"	92
"1007"	"148"	"Rhizaria"	21
"1008"	"149"	"Rhizaria"	14
"1009"	"150"	"Rhizaria"	13
"1010"	"151"	"Rhizaria"	45
"1011"	"152"	"Rhizaria"	2
"1012"	"153"	"Rhizaria"	4
"1013"	"155"	"Rhizaria"	40
"1014"	"157"	"Rhizaria"	19
"1015"	"158"	"Rhizaria"	3
"1016"	"159"	"Rhizaria"	7
"1017"	"160"	"Rhizaria"	5
"1018"	"161"	"Rhizaria"	7
"1019"	"162"	"Rhizaria"	4
"1020"	"163"	"Rhizaria"	0
"1021"	"167"	"Rhizaria"	5
"1022"	"168"	"Rhizaria"	19
"1023"	"169"	"Rhizaria"	10
"1024"	"170"	"Rhizaria"	79
"1025"	"171"	"Rhizaria"	1
"1026"	"172"	"Rhizaria"	0
"1027"	"173"	"Rhizaria"	1
"1028"	"174"	"Rhizaria"	0
"1029"	"175"	"Rhizaria"	28
"1030"	"176"	"Rhizaria"	0
"1031"	"177"	"Rhizaria"	2
"1032"	"178"	"Rhizaria"	1
"1033"	"179"	"Rhizaria"	0
"1034"	"180"	"Rhizaria"	0
"1035"	"181"	"Rhizaria"	0
"1036"	"182"	"Rhizaria"	0
"1037"	"183"	"Rhizaria"	0
"1038"	"184"	"Rhizaria"	0
"1039"	"185"	"Rhizaria"	0
"1040"	"186"	"Rhizaria"	0
"1041"	"187"	"Rhizaria"	0
"1042"	"188"	"Rhizaria"	0
"1043"	"189"	"Rhizaria"	0
"1044"	"190"	"Rhizaria"	0
"1045"	"191"	"Rhizaria"	0
"1046"	"192"	"Rhizaria"	0
"1047"	"193"	"Rhizaria"	0
"1048"	"194"	"Rhizaria"	0
"1049"	"195"	"Rhizaria"	0
"1050"	"196"	"Rhizaria"	0
"1051"	"197"	"Rhizaria"	2
"1052"	"198"	"Rhizaria"	0
"1053"	"199"	"Rhizaria"	0
"1054"	"200"	"Rhizaria"	0
"1055"	"201"	"Rhizaria"	0
"1056"	"202"	"Rhizaria"	3
"1057"	"203"	"Rhizaria"	7
"1058"	"204"	"Rhizaria"	2
"1059"	"205"	"Rhizaria"	4
"1060"	"206"	"Rhizaria"	0
"1061"	"207"	"Rhizaria"	0
"1062"	"208"	"Rhizaria"	0
"1063"	"209"	"Rhizaria"	0
"1064"	"210"	"Rhizaria"	1
"1065"	"15"	"Grazers"	75
"1066"	"16"	"Grazers"	37
"1067"	"17"	"Grazers"	13
"1068"	"18"	"Grazers"	24
"1069"	"20"	"Grazers"	4
"1070"	"21"	"Grazers"	12
"1071"	"22"	"Grazers"	59
"1072"	"23"	"Grazers"	13
"1073"	"24"	"Grazers"	55
"1074"	"25"	"Grazers"	42
"1075"	"26"	"Grazers"	70
"1076"	"30"	"Grazers"	18
"1077"	"31"	"Grazers"	14
"1078"	"32"	"Grazers"	31
"1079"	"33"	"Grazers"	18
"1080"	"34"	"Grazers"	14
"1081"	"36"	"Grazers"	65
"1082"	"38"	"Grazers"	104
"1083"	"39"	"Grazers"	42
"1084"	"40"	"Grazers"	80
"1085"	"41"	"Grazers"	84
"1086"	"42"	"Grazers"	66
"1087"	"43"	"Grazers"	6
"1088"	"44"	"Grazers"	291
"1089"	"45"	"Grazers"	130
"1090"	"46"	"Grazers"	38
"1091"	"51"	"Grazers"	20
"1092"	"52"	"Grazers"	47
"1093"	"53"	"Grazers"	33
"1094"	"58"	"Grazers"	73
"1095"	"64"	"Grazers"	24
"1096"	"65"	"Grazers"	182
"1097"	"66"	"Grazers"	2
"1098"	"67"	"Grazers"	3
"1099"	"68"	"Grazers"	29
"1100"	"70"	"Grazers"	38
"1101"	"71"	"Grazers"	5
"1102"	"72"	"Grazers"	10
"1103"	"73"	"Grazers"	11
"1104"	"74"	"Grazers"	18
"1105"	"75"	"Grazers"	7
"1106"	"76"	"Grazers"	20
"1107"	"77"	"Grazers"	15
"1108"	"78"	"Grazers"	5
"1109"	"79"	"Grazers"	22
"1110"	"80"	"Grazers"	12
"1111"	"81"	"Grazers"	53
"1112"	"82"	"Grazers"	55
"1113"	"83"	"Grazers"	365
"1114"	"84"	"Grazers"	204
"1115"	"85"	"Grazers"	9
"1116"	"86"	"Grazers"	128
"1117"	"87"	"Grazers"	32
"1118"	"89"	"Grazers"	3
"1119"	"90"	"Grazers"	6
"1120"	"91"	"Grazers"	4
"1121"	"92"	"Grazers"	20
"1122"	"94"	"Grazers"	4
"1123"	"95"	"Grazers"	17
"1124"	"96"	"Grazers"	7
"1125"	"97"	"Grazers"	26
"1126"	"98"	"Grazers"	23
"1127"	"99"	"Grazers"	19
"1128"	"100"	"Grazers"	38
"1129"	"102"	"Grazers"	16
"1130"	"106"	"Grazers"	41
"1131"	"109"	"Grazers"	23
"1132"	"110"	"Grazers"	118
"1133"	"111"	"Grazers"	17
"1134"	"112"	"Grazers"	7
"1135"	"113"	"Grazers"	0
"1136"	"122"	"Grazers"	32
"1137"	"123"	"Grazers"	11
"1138"	"125"	"Grazers"	8
"1139"	"126"	"Grazers"	22
"1140"	"128"	"Grazers"	34
"1141"	"129"	"Grazers"	723
"1142"	"130"	"Grazers"	37
"1143"	"131"	"Grazers"	21
"1144"	"132"	"Grazers"	24
"1145"	"133"	"Grazers"	13
"1146"	"134"	"Grazers"	30
"1147"	"135"	"Grazers"	27
"1148"	"136"	"Grazers"	3
"1149"	"137"	"Grazers"	13
"1150"	"138"	"Grazers"	27
"1151"	"139"	"Grazers"	4
"1152"	"140"	"Grazers"	13
"1153"	"141"	"Grazers"	12
"1154"	"142"	"Grazers"	35
"1155"	"143"	"Grazers"	19
"1156"	"144"	"Grazers"	22
"1157"	"145"	"Grazers"	18
"1158"	"147"	"Grazers"	103
"1159"	"148"	"Grazers"	272
"1160"	"149"	"Grazers"	13
"1161"	"150"	"Grazers"	40
"1162"	"151"	"Grazers"	24
"1163"	"152"	"Grazers"	1
"1164"	"153"	"Grazers"	3
"1165"	"155"	"Grazers"	119
"1166"	"157"	"Grazers"	16
"1167"	"158"	"Grazers"	6
"1168"	"159"	"Grazers"	48
"1169"	"160"	"Grazers"	84
"1170"	"161"	"Grazers"	12
"1171"	"162"	"Grazers"	83
"1172"	"163"	"Grazers"	155
"1173"	"167"	"Grazers"	30
"1174"	"168"	"Grazers"	1
"1175"	"169"	"Grazers"	8
"1176"	"170"	"Grazers"	36
"1177"	"171"	"Grazers"	356
"1178"	"172"	"Grazers"	497
"1179"	"173"	"Grazers"	589
"1180"	"174"	"Grazers"	682
"1181"	"175"	"Grazers"	121
"1182"	"176"	"Grazers"	388
"1183"	"177"	"Grazers"	115
"1184"	"178"	"Grazers"	102
"1185"	"179"	"Grazers"	386
"1186"	"180"	"Grazers"	26
"1187"	"181"	"Grazers"	32
"1188"	"182"	"Grazers"	94
"1189"	"183"	"Grazers"	88
"1190"	"184"	"Grazers"	178
"1191"	"185"	"Grazers"	250
"1192"	"186"	"Grazers"	5
"1193"	"187"	"Grazers"	60
"1194"	"188"	"Grazers"	542
"1195"	"189"	"Grazers"	51
"1196"	"190"	"Grazers"	0
"1197"	"191"	"Grazers"	6
"1198"	"192"	"Grazers"	138
"1199"	"193"	"Grazers"	49
"1200"	"194"	"Grazers"	85
"1201"	"195"	"Grazers"	32
"1202"	"196"	"Grazers"	20
"1203"	"197"	"Grazers"	26
"1204"	"198"	"Grazers"	107
"1205"	"199"	"Grazers"	3
"1206"	"200"	"Grazers"	31
"1207"	"201"	"Grazers"	21
"1208"	"202"	"Grazers"	8
"1209"	"203"	"Grazers"	34
"1210"	"204"	"Grazers"	21
"1211"	"205"	"Grazers"	84
"1212"	"206"	"Grazers"	20
"1213"	"207"	"Grazers"	112
"1214"	"208"	"Grazers"	47
"1215"	"209"	"Grazers"	131
"1216"	"210"	"Grazers"	53
"1217"	"15"	"Calanoida"	349
"2100"	"16"	"Calanoida"	345
"3100"	"17"	"Calanoida"	189
"4100"	"18"	"Calanoida"	291
"5100"	"20"	"Calanoida"	90
"6100"	"21"	"Calanoida"	139
"7100"	"22"	"Calanoida"	379
"8100"	"23"	"Calanoida"	94
"9100"	"24"	"Calanoida"	250
"10100"	"25"	"Calanoida"	252
"11100"	"26"	"Calanoida"	277
"1218"	"30"	"Calanoida"	140
"1310"	"31"	"Calanoida"	163
"1410"	"32"	"Calanoida"	249
"1510"	"33"	"Calanoida"	182
"1610"	"34"	"Calanoida"	183
"1710"	"36"	"Calanoida"	153
"1810"	"38"	"Calanoida"	162
"1910"	"39"	"Calanoida"	166
"2010"	"40"	"Calanoida"	122
"2110"	"41"	"Calanoida"	122
"2210"	"42"	"Calanoida"	174
"2310"	"43"	"Calanoida"	6
"2410"	"44"	"Calanoida"	247
"2510"	"45"	"Calanoida"	357
"2610"	"46"	"Calanoida"	184
"2710"	"51"	"Calanoida"	274
"2810"	"52"	"Calanoida"	254
"2910"	"53"	"Calanoida"	222
"3010"	"58"	"Calanoida"	404
"3110"	"64"	"Calanoida"	149
"3210"	"65"	"Calanoida"	756
"3310"	"66"	"Calanoida"	296
"3410"	"67"	"Calanoida"	285
"3510"	"68"	"Calanoida"	750
"3610"	"70"	"Calanoida"	390
"3710"	"71"	"Calanoida"	321
"3810"	"72"	"Calanoida"	414
"3910"	"73"	"Calanoida"	527
"4010"	"74"	"Calanoida"	407
"4110"	"75"	"Calanoida"	454
"4210"	"76"	"Calanoida"	420
"4310"	"77"	"Calanoida"	326
"4410"	"78"	"Calanoida"	197
"4510"	"79"	"Calanoida"	319
"4610"	"80"	"Calanoida"	485
"4710"	"81"	"Calanoida"	222
"4810"	"82"	"Calanoida"	590
"4910"	"83"	"Calanoida"	779
"5010"	"84"	"Calanoida"	1411
"5110"	"85"	"Calanoida"	26
"5210"	"86"	"Calanoida"	133
"5310"	"87"	"Calanoida"	109
"5410"	"89"	"Calanoida"	480
"5510"	"90"	"Calanoida"	407
"5610"	"91"	"Calanoida"	127
"5710"	"92"	"Calanoida"	178
"5810"	"94"	"Calanoida"	158
"5910"	"95"	"Calanoida"	180
"6010"	"96"	"Calanoida"	115
"6110"	"97"	"Calanoida"	157
"6210"	"98"	"Calanoida"	211
"6310"	"99"	"Calanoida"	201
"6410"	"100"	"Calanoida"	330
"6510"	"102"	"Calanoida"	164
"6610"	"106"	"Calanoida"	111
"6710"	"109"	"Calanoida"	183
"6810"	"110"	"Calanoida"	128
"6910"	"111"	"Calanoida"	230
"7010"	"112"	"Calanoida"	200
"7110"	"113"	"Calanoida"	14
"7210"	"122"	"Calanoida"	78
"7310"	"123"	"Calanoida"	68
"7410"	"125"	"Calanoida"	188
"7510"	"126"	"Calanoida"	397
"7610"	"128"	"Calanoida"	83
"7710"	"129"	"Calanoida"	261
"7810"	"130"	"Calanoida"	70
"7910"	"131"	"Calanoida"	128
"8010"	"132"	"Calanoida"	488
"8110"	"133"	"Calanoida"	196
"8210"	"134"	"Calanoida"	17
"8310"	"135"	"Calanoida"	106
"8410"	"136"	"Calanoida"	76
"8510"	"137"	"Calanoida"	111
"8610"	"138"	"Calanoida"	179
"8710"	"139"	"Calanoida"	127
"8810"	"140"	"Calanoida"	107
"8910"	"141"	"Calanoida"	78
"9010"	"142"	"Calanoida"	154
"9110"	"143"	"Calanoida"	92
"9210"	"144"	"Calanoida"	109
"9310"	"145"	"Calanoida"	98
"9410"	"147"	"Calanoida"	271
"9510"	"148"	"Calanoida"	439
"9610"	"149"	"Calanoida"	99
"9710"	"150"	"Calanoida"	80
"9810"	"151"	"Calanoida"	100
"9910"	"152"	"Calanoida"	105
"10010"	"153"	"Calanoida"	109
"10110"	"155"	"Calanoida"	600
"10210"	"157"	"Calanoida"	857
"10310"	"158"	"Calanoida"	538
"10410"	"159"	"Calanoida"	584
"10510"	"160"	"Calanoida"	1034
"10610"	"161"	"Calanoida"	897
"10710"	"162"	"Calanoida"	944
"10810"	"163"	"Calanoida"	749
"10910"	"167"	"Calanoida"	650
"11010"	"168"	"Calanoida"	889
"11110"	"169"	"Calanoida"	747
"11210"	"170"	"Calanoida"	1262
"11310"	"171"	"Calanoida"	1529
"11410"	"172"	"Calanoida"	1316
"11510"	"173"	"Calanoida"	572
"11610"	"174"	"Calanoida"	779
"11710"	"175"	"Calanoida"	1399
"11810"	"176"	"Calanoida"	1309
"11910"	"177"	"Calanoida"	712
"12010"	"178"	"Calanoida"	668
"1219"	"179"	"Calanoida"	588
"1221"	"180"	"Calanoida"	235
"1231"	"181"	"Calanoida"	488
"1241"	"182"	"Calanoida"	534
"1251"	"183"	"Calanoida"	1014
"1261"	"184"	"Calanoida"	748
"1271"	"185"	"Calanoida"	629
"1281"	"186"	"Calanoida"	641
"1291"	"187"	"Calanoida"	1008
"1301"	"188"	"Calanoida"	659
"1311"	"189"	"Calanoida"	567
"1321"	"190"	"Calanoida"	228
"1331"	"191"	"Calanoida"	156
"1341"	"192"	"Calanoida"	73
"1351"	"193"	"Calanoida"	172
"1361"	"194"	"Calanoida"	686
"1371"	"195"	"Calanoida"	441
"1381"	"196"	"Calanoida"	377
"1391"	"197"	"Calanoida"	576
"1401"	"198"	"Calanoida"	682
"1411"	"199"	"Calanoida"	572
"1421"	"200"	"Calanoida"	323
"1431"	"201"	"Calanoida"	369
"1441"	"202"	"Calanoida"	283
"1451"	"203"	"Calanoida"	316
"1461"	"204"	"Calanoida"	275
"1471"	"205"	"Calanoida"	469
"1481"	"206"	"Calanoida"	950
"1491"	"207"	"Calanoida"	1041
"1501"	"208"	"Calanoida"	992
"1511"	"209"	"Calanoida"	1192
"1521"	"210"	"Calanoida"	1159
"1531"	"15"	"Cyclopoida"	1
"1541"	"16"	"Cyclopoida"	2
"1551"	"17"	"Cyclopoida"	0
"1561"	"18"	"Cyclopoida"	1
"1571"	"20"	"Cyclopoida"	0
"1581"	"21"	"Cyclopoida"	0
"1591"	"22"	"Cyclopoida"	6
"1601"	"23"	"Cyclopoida"	1
"1611"	"24"	"Cyclopoida"	0
"1621"	"25"	"Cyclopoida"	2
"1631"	"26"	"Cyclopoida"	3
"1641"	"30"	"Cyclopoida"	1
"1651"	"31"	"Cyclopoida"	3
"1661"	"32"	"Cyclopoida"	5
"1671"	"33"	"Cyclopoida"	0
"1681"	"34"	"Cyclopoida"	0
"1691"	"36"	"Cyclopoida"	13
"1701"	"38"	"Cyclopoida"	5
"1711"	"39"	"Cyclopoida"	9
"1721"	"40"	"Cyclopoida"	3
"1731"	"41"	"Cyclopoida"	1
"1741"	"42"	"Cyclopoida"	5
"1751"	"43"	"Cyclopoida"	0
"1761"	"44"	"Cyclopoida"	1
"1771"	"45"	"Cyclopoida"	4
"1781"	"46"	"Cyclopoida"	1
"1791"	"51"	"Cyclopoida"	5
"1801"	"52"	"Cyclopoida"	4
"1811"	"53"	"Cyclopoida"	27
"1821"	"58"	"Cyclopoida"	10
"1831"	"64"	"Cyclopoida"	15
"1841"	"65"	"Cyclopoida"	41
"1851"	"66"	"Cyclopoida"	4
"1861"	"67"	"Cyclopoida"	0
"1871"	"68"	"Cyclopoida"	0
"1881"	"70"	"Cyclopoida"	1
"1891"	"71"	"Cyclopoida"	0
"1901"	"72"	"Cyclopoida"	0
"1911"	"73"	"Cyclopoida"	1
"1921"	"74"	"Cyclopoida"	5
"1931"	"75"	"Cyclopoida"	4
"1941"	"76"	"Cyclopoida"	1
"1951"	"77"	"Cyclopoida"	5
"1961"	"78"	"Cyclopoida"	3
"1971"	"79"	"Cyclopoida"	0
"1981"	"80"	"Cyclopoida"	4
"1991"	"81"	"Cyclopoida"	2
"2001"	"82"	"Cyclopoida"	0
"2011"	"83"	"Cyclopoida"	0
"2021"	"84"	"Cyclopoida"	1
"2031"	"85"	"Cyclopoida"	0
"2041"	"86"	"Cyclopoida"	0
"2051"	"87"	"Cyclopoida"	0
"2061"	"89"	"Cyclopoida"	0
"2071"	"90"	"Cyclopoida"	5
"2081"	"91"	"Cyclopoida"	28
"2091"	"92"	"Cyclopoida"	1
"2101"	"94"	"Cyclopoida"	0
"2111"	"95"	"Cyclopoida"	0
"2121"	"96"	"Cyclopoida"	0
"2131"	"97"	"Cyclopoida"	0
"2141"	"98"	"Cyclopoida"	2
"2151"	"99"	"Cyclopoida"	1
"2161"	"100"	"Cyclopoida"	0
"2171"	"102"	"Cyclopoida"	2
"2181"	"106"	"Cyclopoida"	1
"2191"	"109"	"Cyclopoida"	2
"2201"	"110"	"Cyclopoida"	2
"2211"	"111"	"Cyclopoida"	1
"2221"	"112"	"Cyclopoida"	1
"2231"	"113"	"Cyclopoida"	0
"2241"	"122"	"Cyclopoida"	0
"2251"	"123"	"Cyclopoida"	0
"2261"	"125"	"Cyclopoida"	6
"2271"	"126"	"Cyclopoida"	3
"2281"	"128"	"Cyclopoida"	0
"2291"	"129"	"Cyclopoida"	1
"2301"	"130"	"Cyclopoida"	0
"2311"	"131"	"Cyclopoida"	2
"2321"	"132"	"Cyclopoida"	2
"2331"	"133"	"Cyclopoida"	1
"2341"	"134"	"Cyclopoida"	2
"2351"	"135"	"Cyclopoida"	2
"2361"	"136"	"Cyclopoida"	0
"2371"	"137"	"Cyclopoida"	2
"2381"	"138"	"Cyclopoida"	0
"2391"	"139"	"Cyclopoida"	0
"2401"	"140"	"Cyclopoida"	2
"2411"	"141"	"Cyclopoida"	18
"2421"	"142"	"Cyclopoida"	1
"2431"	"143"	"Cyclopoida"	6
"2441"	"144"	"Cyclopoida"	6
"2451"	"145"	"Cyclopoida"	0
"2461"	"147"	"Cyclopoida"	1
